# Station 501
# from 150812 xx:xx till 150813 xx:xx
# ext_timestamp time_delta
1439384261360629963	-5
1439384264301594034	-3
1439384265812130865	-3
1439384266800570397	-2
1439384266909436589	-1
1439384269552755652	-1
1439384269958009200	1
1439384270128958027	-1
1439384270792781255	-5
1439384275815924606	-1
1439384278321348648	-1
1439384278325122416	-4
1439384279950194313	-2
1439384281610819934	-2
1439384285227620902	-3
1439384285743712288	1
1439384287783439739	1
1439384289302774529	0
1439384290174920502	-2
1439384291049480212	-4
1439384292696768446	3
1439384293131652975	-1
1439384300148721988	-2
1439384300664817867	-3
1439384301493760304	-1
1439384304389868832	0
1439384304753431044	-5
1439384306031360502	2
1439384306658407741	-3
1439384307234354772	-3
1439384310895442664	-3
1439384312926552184	1
1439384315256669060	2
1439384316550672642	-1
1439384316887677793	-3
1439384319867414794	-1
1439384320140003123	-2
1439384321668508006	-3
1439384323664095660	1
1439384325517513801	-1
1439384325690705069	1
1439384325775711652	-3
1439384325781838044	-2
1439384326969300010	0
1439384327443058399	1
1439384327486059078	-3
1439384330357018574	-3
1439384331491636445	-1
1439384332425767412	1
1439384334378464871	-1
1439384336268834581	-1
1439384341435130994	1
1439384342893030291	-2
1439384343476469582	-3
1439384345901417180	-4
1439384346156418339	-1
1439384347881411645	-2
1439384348651178498	-4
1439384349723099629	-1
1439384351040848515	0
1439384351772807921	-1
1439384352765741350	0
1439384357434104690	0
1439384359242130319	-2
1439384361723809118	-3
1439384364101096813	1
1439384364221097899	-2
1439384365089943839	-2
1439384365241459030	0
1439384366723840994	-4
1439384369936188629	-3
1439384371840184911	0
1439384374266775063	-1
1439384374296396642	1
1439384377046017932	-3
1439384379920976449	-5
1439384380514577910	-1
1439384380695651724	-2
1439384380949793523	2
1439384384574820289	-2
1439384385631429502	-1
1439384387687718227	-3
1439384390772428914	2
1439384393893371881	1
1439384394737358606	2
1439384396196200301	2
1439384400095222952	-2
1439384404603027883	-3
1439384404811966942	-2
1439384404870969425	-5
1439384405847449661	-4
1439384406700060113	-3
1439384410830028629	0
1439384411254575195	0
1439384412396081625	-2
1439384413194844562	-3
1439384414016649676	-3
1439384416498100694	0
1439384420191225932	-1
1439384423785794115	-2
1439384424721816347	-4
1439384425749159233	2
1439384428979372404	-2
1439384429220696346	-2
1439384429716573638	-1
1439384431158908868	0
1439384431252756351	-2
1439384433435577753	-6
1439384436357128042	0
1439384436505433134	-2
1439384438592772997	-1
1439384442005238818	-3
1439384444240986449	0
1439384446430495060	-5
1439384446817125135	-5
1439384447749652569	-1
1439384447836172137	3
1439384451180118942	-4
1439384452459020536	2
1439384456550996840	-1
1439384458750827584	1
1439384460328541522	3
1439384461081931842	1
1439384461643347091	-1
1439384463878662963	-4
1439384465014064090	-1
1439384466171774384	-5
1439384468409621391	-2
1439384468472096132	-3
1439384471492019808	2
1439384471547106981	2
1439384471620289394	1
1439384473820172590	-2
1439384475884457174	-2
1439384476790410861	-4
1439384477343388340	-1
1439384477678793604	-2
1439384478301414523	-1
1439384480435129145	2
1439384482796030840	-3
1439384483935953776	-4
1439384484602652860	-4
1439384484641183971	-1
1439384486893533912	0
1439384487292386763	-1
1439384487599654678	0
1439384488936851758	0
1439384491280277281	0
1439384491554711934	-4
1439384492570162546	1
1439384492720251033	1
1439384495103793199	-5
1439384496689081911	-1
1439384498429066035	0
1439384501140365909	1
1439384504916241065	-2
1439384509539704918	0
1439384510666243788	-1
1439384511399728372	-1
1439384512476552607	-2
1439384512812818181	-2
1439384512867602966	-2
1439384515032486196	2
1439384515586190884	0
1439384521477739700	-1
1439384522916106582	0
1439384526349101564	-1
1439384526483383325	0
1439384527688558752	-1
1439384528148404016	-4
1439384530099923062	-5
1439384530940180328	-1
1439384532439918260	0
1439384533877730551	-2
1439384537837952851	2
1439384540396778319	-1
1439384541224068384	-3
1439384541942780893	-4
1439384541948086061	-4
1439384541975503153	-2
1439384547056077255	-1
1439384547254935001	2
1439384548098390612	-1
1439384550404321730	-2
1439384555302391811	0
1439384555747273741	-3
1439384557712710206	0
1439384559230696095	-2
1439384559271455812	0
1439384559747125181	-2
1439384560077980876	-4
1439384560265043203	-4
1439384560691608002	-3
1439384561770761301	0
1439384561810593743	1
1439384561836190210	-1
1439384562293781812	-2
1439384563542975000	-2
1439384565777678377	-1
1439384566157716268	-3
1439384566886116894	1
1439384567139711229	-2
1439384567643153407	-1
1439384568210566490	-1
1439384569338326208	-2
1439384573553721763	0
1439384575782721563	-2
1439384579659855748	-3
1439384580204294381	1
1439384581794258831	0
1439384582465565944	0
1439384582478661570	-1
1439384585482401013	0
1439384588103261822	-1
1439384588176820136	-2
1439384588209321342	0
1439384591175965861	2
1439384591337871203	-1
1439384592350313050	-1
1439384594215514544	-2
1439384594771985022	-4
1439384595638793707	-4
1439384595792881310	-2
1439384596356655298	-1
1439384596389509005	1
1439384598340341360	-1
1439384599221493459	-1
1439384599279374684	0
1439384603478163183	1
1439384604961817657	-3
1439384606939744053	1
1439384607637962611	-1
1439384608304642048	-2
1439384608458749701	0
1439384609680265873	-2
1439384610541161709	1
1439384612824090918	-3
1439384613472169706	-3
1439384614607959719	1
1439384615014220298	-1
1439384615734010705	2
1439384617097615174	-3
1439384617503981146	-4
1439384618248179352	0
1439384620346466350	-1
1439384621749537173	0
1439384621960033937	-1
1439384626062285574	-2
1439384630111724531	1
1439384633892642557	-4
1439384634979276659	-2
1439384638713214970	0
1439384641024937392	0
1439384641816872051	-5
1439384642288663478	-5
1439384645586852592	0
1439384650751738610	-2
1439384652020448128	-1
1439384656527282713	0
1439384658155361307	-2
1439384660482466184	0
1439384665283858443	3
1439384667941079677	1
1439384668956104923	1
1439384669086397183	-1
1439384675339537388	-2
1439384675630929311	-2
1439384676104763029	-1
1439384676227098177	1
1439384683543470009	0
1439384684580091467	0
1439384685416676251	-3
1439384686142306517	-3
1439384687199223201	2
1439384687905124916	0
1439384688441614857	-5
1439384693455400913	-1
1439384693948416563	2
1439384694276613174	0
1439384697281958518	-2
1439384699254859815	1
1439384700650600746	1
1439384702307113021	-1
1439384704509443155	-2
1439384706362832000	-4
1439384707645568524	-3
1439384708033568715	-1
1439384709228514367	-1
1439384710625404847	1
1439384711460216415	-3
1439384713414312707	1
1439384714118608832	0
1439384716707831335	0
1439384717220677393	-1
1439384718966382731	1
1439384719468287445	1
1439384722021190423	0
1439384724432509898	0
1439384725713287531	-3
1439384725732474193	-1
1439384727681861427	-3
1439384728165810834	1
1439384730307022164	-2
1439384732495778142	-2
1439384733592079937	1
1439384735169891196	-2
1439384738911404216	0
1439384739976363633	0
1439384741352641056	0
1439384741533101479	-2
1439384742874552014	-3
1439384743819002197	-3
1439384744744262256	-3
1439384744927818665	1
1439384745386967985	-2
1439384748011313755	-1
1439384749703988534	-1
1439384750286850702	-1
1439384754280060860	1
1439384754348687092	1
1439384756500126874	-1
1439384758402785443	2
1439384758536944827	1
1439384762624550432	0
1439384764116911308	0
1439384766156973982	-2
1439384769123569106	0
1439384771606463127	0
1439384772403005897	-2
1439384772719497349	0
1439384773262156838	2
1439384775531087603	-1
1439384778568484847	1
1439384780123263676	-3
1439384781069733372	-2
1439384781382475813	-1
1439384782314721912	0
1439384787858462762	-3
